chr1	30740	+	CG	0.0527002	32
chr1	30758	+	CG	0.037134	47
chr1	30863	+	CG	0.0336262	38
chr1	30902	+	CG	0.0516439	35
chr1	31002	+	CG	0.0511149	37
chr1	31120	+	CG	0.25817	49
chr1	31546	+	CG	0.584512	39
chr1	31732	+	CG	0.245405	41
chr1	31867	+	CG	0.00262237	49
chr1	31919	+	CG	0.464709	33
chr1	31993	+	CG	0.103155	43
chr1	32049	+	CG	0.054439	47
chr1	32208	+	CG	0.217848	47
chr1	32221	+	CG	0.0149049	39
chr1	32322	+	CG	0.0418001	40
chr1	32430	+	CG	0.135106	41
chr1	32625	+	CG	0.474805	52
chr1	105595	+	CG	0.160997	43
chr1	106858	+	CG	0.449231	30
chr1	106991	+	CG	0.891956	39
chr1	107035	+	CG	0.239682	41
chr1	107279	+	CG	0.367552	48
chr1	107310	+	CG	0.216911	39
chr1	107442	+	CG	0.304071	43
chr1	119338	+	CG	0.239983	37
chr1	119742	+	CG	0.148036	31
chr1	119770	+	CG	0.0360205	35
chr1	119978	+	CG	0.152933	37
chr1	120020	+	CG	0.0273205	41
chr1	120056	+	CG	0.0878665	33
chr1	120090	+	CG	0.0294562	29
chr1	120110	+	CG	0.0326734	37
chr1	120408	+	CG	0.205435	41
chr1	120472	+	CG	0.014995	48
chr1	120474	+	CG	0.0523396	44
chr1	120484	+	CG	0.139386	34
chr1	120512	+	CG	0.00679317	43
chr1	120521	+	CG	0.0196386	40
chr1	120528	+	CG	0.637749	40
chr1	120563	+	CG	0.0214379	28
chr1	120609	+	CG	0.237313	47
chr1	120633	+	CG	0.079792	36
chr1	120695	+	CG	0.277175	41
chr1	120727	+	CG	0.074792	50
chr1	120735	+	CG	0.0148801	39
chr1	121028	+	CG	0.829827	39
chr1	139331	+	CG	0.102692	36
chr1	139920	+	CG	0.219699	37
chr1	140233	+	CG	0.255936	38
chr1	140364	+	CG	0.081092	42
chr1	140542	+	CG	0.200069	46
chr1	140559	+	CG	0.0710967	40
chr1	254222	+	CG	0.114851	33
chr1	254277	+	CG	0.500088	34
chr1	254503	+	CG	0.288521	43
chr1	254588	+	CG	0.0552942	40
chr1	254762	+	CG	0.248904	47
chr1	254870	+	CG	0.0500355	39
chr1	255232	+	CG	0.0308189	43
chr1	255352	+	CG	0.00887987	35
chr1	255698	+	CG	0.0202982	40
chr1	255794	+	CG	0.0928857	36
chr1	256008	+	CG	0.136875	43
chr1	256040	+	CG	0.0991554	44
chr1	256089	+	CG	0.0977292	36
chr1	256186	+	CG	0.194098	39
chr1	256203	+	CG	0.0476248	42
chr1	256212	+	CG	0.971895	35
chr1	256650	+	CG	0.0497383	38
chr1	286356	+	CG	0.0409432	40
chr1	286462	+	CG	0.162525	44
chr1	286478	+	CG	0.111215	53
chr1	286490	+	CG	0.0711698	44
chr1	286586	+	CG	0.154757	41
chr1	286631	+	CG	0.248921	37
chr1	286653	+	CG	0.0305309	40
chr1	286677	+	CG	0.473121	47
chr1	286792	+	CG	0.121705	34
chr1	286916	+	CG	0.740536	36
chr1	287034	+	CG	0.0682314	41
chr1	287135	+	CG	0.0275529	31
chr1	287139	+	CG	0.016169	41
chr1	287191	+	CG	0.0133225	37
chr1	287236	+	CG	0.108397	40
chr1	287244	+	CG	0.0230674	47
chr1	287250	+	CG	0.0455889	31
chr1	287297	+	CG	0.571068	39
chr1	287311	+	CG	0.0477402	36
chr1	287519	+	CG	0.0381549	45
chr1	287831	+	CG	0.0941963	35
chr1	287934	+	CG	0.0144046	44
chr1	433376	+	CG	0.0907343	38
chr1	433418	+	CG	0.16479	48
chr1	433430	+	CG	0.208739	33
chr1	433514	+	CG	0.0544982	48
chr1	433646	+	CG	0.232682	45
chr1	433873	+	CG	0.706141	27
chr1	434041	+	CG	0.153365	44
chr1	434129	+	CG	0.0552944	30
chr1	434209	+	CG	0.207273	29
chr1	434294	+	CG	0.079226	49
chr1	434515	+	CG	0.141404	38
chr1	434901	+	CG	0.0452222	36
chr1	435022	+	CG	0.0451026	38
chr1	435044	+	CG	0.136815	34
chr1	435140	+	CG	0.0376915	42
chr1	435217	+	CG	0.294907	48
chr1	438093	+	CG	0.352321	30
chr1	438262	+	CG	0.102069	46
chr1	438351	+	CG	0.607975	29
chr1	438366	+	CG	0.0452862	52
chr1	438429	+	CG	0.0318212	45
chr1	438784	+	CG	0.892991	49
chr1	439158	+	CG	0.108729	37
chr1	439281	+	CG	0.0606466	40
chr1	439937	+	CG	0.398286	33
chr2	29862	+	CG	0.582549	35
chr2	29937	+	CG	0.374084	30
chr2	29975	+	CG	0.119829	39
chr2	29993	+	CG	0.138652	44
chr2	30092	+	CG	0.475349	42
chr2	30107	+	CG	0.139907	41
chr2	30140	+	CG	0.158337	41
chr2	30160	+	CG	0.141223	32
chr2	30201	+	CG	0.0214926	34
chr2	30220	+	CG	0.160574	34
chr2	30360	+	CG	0.556013	31
chr2	30384	+	CG	0.00743937	38
chr2	30430	+	CG	0.0295022	34
chr2	30458	+	CG	0.640736	34
chr2	30472	+	CG	0.474723	31
chr2	30489	+	CG	0.0237921	38
chr2	31401	+	CG	0.0897246	31
chr2	31419	+	CG	0.0385958	35
chr2	31423	+	CG	0.906125	45
chr2	31427	+	CG	0.0183439	36
chr2	31447	+	CG	0.137754	47
chr2	31577	+	CG	0.120626	27
chr2	334882	+	CG	0.025322	30
chr2	334900	+	CG	0.218713	39
chr2	335022	+	CG	0.0679441	45
chr2	335041	+	CG	0.024244	40
chr2	335153	+	CG	0.0402438	36
chr2	335217	+	CG	0.207863	35
chr2	335283	+	CG	0.468206	48
chr2	335353	+	CG	0.336467	42
chr2	335395	+	CG	0.0219122	49
chr2	335432	+	CG	0.228312	40
chr2	335459	+	CG	0.185978	46
chr2	335619	+	CG	0.0419914	39
chr2	335633	+	CG	0.0569672	40
chr2	335726	+	CG	0.112853	40
chr2	335734	+	CG	0.361867	37
chr2	335764	+	CG	0.00215775	44
chr2	335784	+	CG	0.0706458	46
chr2	335917	+	CG	0.499068	37
chr2	335957	+	CG	0.255298	45
chr2	335969	+	CG	0.110395	57
chr2	335985	+	CG	0.0270094	46
chr2	336023	+	CG	0.758583	57
chr2	336034	+	CG	0.00595048	33
chr2	336047	+	CG	0.00273218	36
chr2	336079	+	CG	0.168717	42
chr2	336085	+	CG	0.0428129	42
chr2	336122	+	CG	0.0053768	50
chr2	336131	+	CG	0.217776	39
chr2	336145	+	CG	0.348104	36
chr2	336152	+	CG	0.147951	50
chr2	336164	+	CG	0.35627	37
chr2	336205	+	CG	0.127235	54
chr2	336232	+	CG	0.171404	38
chr2	336246	+	CG	0.333744	30
chr2	336249	+	CG	0.472732	27
chr2	336368	+	CG	0.00226183	34
chr2	336438	+	CG	0.431034	34
chr2	336458	+	CG	0.00571799	43
chr2	336532	+	CG	0.306789	46
chr2	336579	+	CG	0.037287	41
chr2	336582	+	CG	0.290335	46
chr2	336592	+	CG	0.100057	37
chr2	336638	+	CG	0.531117	41
chr2	336646	+	CG	0.414589	36
chr2	336671	+	CG	0.0339235	34
chr2	336674	+	CG	0.17352	32
chr2	336786	+	CG	0.110162	42
chr2	336788	+	CG	0.240288	40
chr2	336820	+	CG	0.00809242	31
chr2	336822	+	CG	0.517253	33
chr2	336832	+	CG	0.392848	36
chr2	336847	+	CG	0.0300064	44
chr2	336871	+	CG	0.0253323	46
chr2	336877	+	CG	0.431096	36
chr2	336906	+	CG	0.287631	40
chr2	336917	+	CG	0.0613385	41
chr2	336960	+	CG	0.0355269	41
chr2	363769	+	CG	0.0366471	46
chr2	363771	+	CG	0.575881	37
chr2	363778	+	CG	0.0738246	40
chr2	363792	+	CG	0.115579	41
chr2	363797	+	CG	0.00658063	44
chr2	363799	+	CG	0.209411	34
chr2	363806	+	CG	0.134955	40
chr2	363813	+	CG	0.00366892	49
chr2	363815	+	CG	0.282502	38
chr2	363833	+	CG	0.137793	44
chr2	363842	+	CG	0.000923104	51
chr2	363846	+	CG	0.514185	41
chr2	363850	+	CG	0.765352	33
chr2	363856	+	CG	0.154195	34
chr2	363862	+	CG	0.0696109	43
chr2	363869	+	CG	0.0820635	35
chr2	363873	+	CG	0.609107	33
chr2	363875	+	CG	0.0160451	33
chr2	363895	+	CG	0.0273763	33
chr2	363897	+	CG	0.229679	26
chr2	363902	+	CG	0.0586467	38
chr2	363905	+	CG	0.0722564	39
chr2	363908	+	CG	0.557931	47
chr2	363911	+	CG	0.0295035	39
chr2	363917	+	CG	0.349345	41
chr2	363941	+	CG	0.682089	35
chr2	363945	+	CG	0.00220161	45
chr2	363949	+	CG	0.029379	38
chr2	363951	+	CG	0.186905	36
chr2	363960	+	CG	0.0323519	36
chr2	363962	+	CG	0.158175	46
chr2	363968	+	CG	0.026676	38
chr2	363977	+	CG	0.00644676	35
chr2	363979	+	CG	0.169213	47
chr2	363988	+	CG	0.0137875	33
chr2	363991	+	CG	0.014119	38
chr2	363999	+	CG	0.00385953	40
chr2	364001	+	CG	0.517707	37
chr2	364008	+	CG	0.181355	36
chr2	364020	+	CG	0.0827178	49
chr2	364029	+	CG	0.0966161	30
chr2	364035	+	CG	0.0240232	49
chr2	364037	+	CG	0.09569	48
chr2	364042	+	CG	0.40723	29
chr2	364049	+	CG	0.00821719	56
chr2	364058	+	CG	0.281616	42
chr2	364064	+	CG	0.00472393	35
chr2	364070	+	CG	0.205898	47
chr2	364075	+	CG	0.114718	36
chr2	364081	+	CG	0.0426849	35
chr2	364109	+	CG	0.354211	45
chr2	364113	+	CG	0.00607082	35
chr2	364125	+	CG	0.735214	46
chr2	364136	+	CG	0.71964	43
chr2	364149	+	CG	0.0204577	35
chr2	364163	+	CG	0.0290379	39
chr2	364165	+	CG	0.24509	43
chr2	364178	+	CG	0.556866	35
chr2	364180	+	CG	0.0175597	35
chr2	364187	+	CG	0.607509	41
chr2	364190	+	CG	0.304522	37
chr2	364197	+	CG	0.0175334	25
chr2	364212	+	CG	0.228415	34
chr2	364223	+	CG	0.0406488	42
chr2	364228	+	CG	0.0202396	44
chr2	364240	+	CG	0.299051	42
chr2	364254	+	CG	0.140311	45
chr2	364264	+	CG	0.222397	41
chr2	364276	+	CG	0.456271	33
chr2	364282	+	CG	0.16899	39
chr2	364304	+	CG	0.0518127	45
chr2	364309	+	CG	0.936969	38
chr2	364394	+	CG	0.0386431	37
chr2	364396	+	CG	0.334568	33
chr2	364415	+	CG	0.45437	35
chr2	364478	+	CG	0.0269521	45
chr2	364506	+	CG	0.165656	38
chr2	364528	+	CG	0.152797	42
chr2	364673	+	CG	0.0825195	45
chr2	364690	+	CG	0.0475764	41
chr2	364699	+	CG	0.138662	43
chr2	364705	+	CG	0.196799	44
chr2	364734	+	CG	0.0635834	41
chr2	364742	+	CG	0.0461704	43
chr2	364751	+	CG	0.204023	29
chr2	364765	+	CG	0.663296	40
chr2	364862	+	CG	0.138884	53
chr2	364868	+	CG	0.267143	32
chr2	364904	+	CG	0.0193921	48
chr2	364908	+	CG	0.0853449	36
chr2	364930	+	CG	0.324323	43
chr2	364950	+	CG	0.0695909	40
chr2	364977	+	CG	0.184921	38
chr2	365285	+	CG	0.281522	38
chr2	365289	+	CG	0.00195202	45
chr2	365296	+	CG	0.0835408	36
chr2	365304	+	CG	0.173952	39
chr2	365337	+	CG	0.012588	48
chr2	365384	+	CG	0.261874	38
chr2	365446	+	CG	0.0369006	49
chr2	365448	+	CG	0.212353	35
chr2	365464	+	CG	0.0687368	40
chr2	365478	+	CG	0.0489715	44
chr2	365494	+	CG	0.0685351	36
chr2	365497	+	CG	0.218989	46
chr2	365505	+	CG	0.0102364	55
chr2	365522	+	CG	0.565833	35
chr2	365531	+	CG	0.0159033	43
chr2	365557	+	CG	0.0464869	38
chr2	365620	+	CG	0.220625	36
chr2	365651	+	CG	0.00250301	41
chr2	365658	+	CG	0.424769	41
chr2	365660	+	CG	0.376334	40
chr2	365681	+	CG	0.0180489	35
chr2	365697	+	CG	0.326462	43
chr2	365709	+	CG	0.0341209	40
chr2	368819	+	CG	0.0502976	45
chr2	368835	+	CG	0.00517926	37
chr2	368956	+	CG	0.112651	51
chr2	368983	+	CG	0.321768	41
chr2	369066	+	CG	0.175861	30
chr2	369070	+	CG	0.458591	41
chr2	369127	+	CG	0.958315	39
chr2	369137	+	CG	0.00817118	42
chr2	369192	+	CG	0.0698206	34
chr2	369200	+	CG	0.25837	38
chr2	369232	+	CG	0.488656	43
chr2	369255	+	CG	0.166874	38
chr2	369263	+	CG	0.0603569	51
chr2	369268	+	CG	0.122589	29
chr2	369389	+	CG	0.115703	35
chr2	369415	+	CG	0.078499	39
chr2	369425	+	CG	0.335001	43
chr2	369443	+	CG	0.242702	44
chr2	369624	+	CG	0.191568	37
chr2	369772	+	CG	0.11485	31
chr2	370107	+	CG	0.384662	35
chr2	370352	+	CG	0.333388	33
chr2	370505	+	CG	0.0540285	42
chr2	371195	+	CG	0.0302687	40
chr2	371279	+	CG	0.0492332	37
chr2	371583	+	CG	0.0985565	39
chr2	371607	+	CG	0.19273	43
chr2	394148	+	CG	0.0408855	26
chr2	394176	+	CG	0.430332	39
chr2	394204	+	CG	0.0382713	34
chr2	394207	+	CG	0.304605	37
chr2	394216	+	CG	0.0406107	35
chr2	394296	+	CG	0.837702	35
chr2	394455	+	CG	0.0263813	46
chr2	394461	+	CG	0.055394	43
chr2	394485	+	CG	0.0284834	28
chr2	394506	+	CG	0.0256584	31
chr2	394543	+	CG	0.00883885	43
chr2	394553	+	CG	0.0765212	40
chr2	394562	+	CG	0.200071	29
chr2	394597	+	CG	0.102774	36
chr2	394650	+	CG	0.0756126	44
chr2	394680	+	CG	0.666392	51
chr2	394794	+	CG	0.279577	39
chr2	394803	+	CG	0.428144	40
chr2	394847	+	CG	0.0446122	35
chr2	394872	+	CG	0.142835	46
chr2	394880	+	CG	0.345193	43
chr2	394917	+	CG	0.0170959	36
chr2	394938	+	CG	0.0330829	37
chr2	394940	+	CG	0.00523155	46
chr2	395145	+	CG	0.115421	35
chr2	395165	+	CG	0.368154	51
chr2	395202	+	CG	0.374099	34
chr2	395240	+	CG	0.0111192	42
chr2	395250	+	CG	0.0125188	42
chr2	395303	+	CG	0.0178485	43
chr2	395322	+	CG	0.0313823	40
chr2	395329	+	CG	0.0369445	33
chr2	395349	+	CG	0.254168	30
chr2	395372	+	CG	0.209654	33
chr2	395399	+	CG	0.0127391	42
chr2	395427	+	CG	0.06473	58
chr2	395451	+	CG	0.0201144	38
chr2	395499	+	CG	0.432567	45
chr2	395541	+	CG	0.128306	39
chr2	395585	+	CG	0.335561	38
chr2	395617	+	CG	0.287991	55
chr2	395634	+	CG	0.329343	39
chr2	395653	+	CG	0.229699	42
chr2	395658	+	CG	0.224295	39
chr2	395661	+	CG	0.0445721	36
chr2	395690	+	CG	0.240964	37
chr2	395696	+	CG	0.274984	51
chr2	395712	+	CG	0.11666	43
chr2	395724	+	CG	0.130418	51
chr2	395728	+	CG	0.113632	51
chr2	395750	+	CG	0.0556697	38
chr2	395798	+	CG	0.203165	34
chr2	395803	+	CG	0.213718	47
chr2	395870	+	CG	0.773473	52
chr2	395883	+	CG	0.053323	34
chr2	395917	+	CG	0.0855998	41
chr2	395930	+	CG	0.965157	47
chr2	395946	+	CG	0.574704	42
chr2	396036	+	CG	0.00756364	45
chr2	396051	+	CG	0.0781415	42
chr2	396110	+	CG	0.448659	42
chr2	396131	+	CG	0.157042	46
